taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,sex,lifeStage,reproductiveCondition,behavior,vitality,occurrenceStatus,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate
KL_Plant_0000024,1997-00-00_棉花嶼_植物_全島_0051,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Hedyotis strigulosa,species,脈耳草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000026,1997-00-00_棉花嶼_植物_全島_0052,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Cuscuta australis,species,菟絲子,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000027,1997-00-00_棉花嶼_植物_全島_0053,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Dichondra micrantha,species,馬蹄金,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000028,1997-00-00_棉花嶼_植物_全島_0054,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Ipomoea obscura,species,馬鞍藤,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000030,1997-00-00_棉花嶼_植物_全島_0055,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Leonurus japonicus,species,益母草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000031,1997-00-00_棉花嶼_植物_全島_0056,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Leucas mollissima,species,白花草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000040,1997-00-00_棉花嶼_植物_全島_0057,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Crossostephium chinense,species,蘄艾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000041,1997-00-00_棉花嶼_植物_全島_0058,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Emilia sonchifolia,species,紫背草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000042,1997-00-00_棉花嶼_植物_全島_0059,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Erigeron bonariensis,species,野塘蒿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000043,1997-00-00_棉花嶼_植物_全島_0060,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Gnaphalium affine,species,鼠麴草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000045,1997-00-00_棉花嶼_植物_全島_0061,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Gnaphalium purpureum,species,鼠麴舅,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000046,1997-00-00_棉花嶼_植物_全島_0062,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lactuca sororia,species,山萵苣,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000055,1997-00-00_棉花嶼_植物_全島_0063,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Canavalia rosea,species,濱刀豆,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000062,1997-00-00_棉花嶼_植物_全島_0064,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Fimbristylis cymosa,species,乾溝飄拂草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000071,1997-00-00_棉花嶼_植物_全島_0065,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Digitaria magna,species,大絨馬唐,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000088,1997-00-00_棉花嶼_植物_全島_0066,1997,1997,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Zoysia tenuifolia,species,高麗芝,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,1997-00-00
KL_Plant_0000002,2005-00-00_棉花嶼_植物_全島_0067,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pteris fauriei var. fauriei,varietas,傅氏鳳尾蕨,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000006,2005-00-00_棉花嶼_植物_全島_0068,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Tetragonia tetragonoides,species,番杏,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000009,2005-00-00_棉花嶼_植物_全島_0069,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Persicaria chinensis,species,火炭母草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000010,2005-00-00_棉花嶼_植物_全島_0070,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Rumex crispus,species,羊蹄,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000012,2005-00-00_棉花嶼_植物_全島_0071,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Boerhavia diffusa,species,黃細心,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000014,2005-00-00_棉花嶼_植物_全島_0072,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Portulaca oleracea,species,馬齒莧,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000015,2005-00-00_棉花嶼_植物_全島_0073,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Portulaca pilosa,species,毛馬齒莧,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000016,2005-00-00_棉花嶼_植物_全島_0074,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Chenopodium acuminatum,species,變葉藜,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000019,2005-00-00_棉花嶼_植物_全島_0075,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Sedum formosanum,species,台灣佛甲草（石板菜）,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000020,2005-00-00_棉花嶼_植物_全島_0076,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Oxalis corniculata,species,酢漿草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000021,2005-00-00_棉花嶼_植物_全島_0077,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Centella asiatica,species,雷公根,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000023,2005-00-00_棉花嶼_植物_全島_0078,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lysimachia mauritiana,species,茅毛珍珠菜,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000024,2005-00-00_棉花嶼_植物_全島_0079,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Hedyotis strigulosa,species,脈耳草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000027,2005-00-00_棉花嶼_植物_全島_0080,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Dichondra micrantha,species,馬蹄金,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000028,2005-00-00_棉花嶼_植物_全島_0081,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Ipomoea obscura,species,馬鞍藤,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000030,2005-00-00_棉花嶼_植物_全島_0082,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Leonurus japonicus,species,益母草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000040,2005-00-00_棉花嶼_植物_全島_0083,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Crossostephium chinense,species,蘄艾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000041,2005-00-00_棉花嶼_植物_全島_0084,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Emilia sonchifolia,species,紫背草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000048,2005-00-00_棉花嶼_植物_全島_0085,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Sonchus oleraceus,species,苦滇菜,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000052,2005-00-00_棉花嶼_植物_全島_0086,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Youngia japonica,species,黃鵪菜,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000073,2005-00-00_棉花嶼_植物_全島_0087,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Digitaria sanguinalis,species,馬唐,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000075,2005-00-00_棉花嶼_植物_全島_0088,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Imperata cylindrica var. major,varietas,白茅,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000081,2005-00-00_棉花嶼_植物_全島_0089,2005,2005,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pennisetum alopecuroides,species,狼尾草,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2005-00-00
KL_Plant_0000001,2008-00-00_棉花嶼_植物_全島_0090,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Cyrtomium falcatum,species,全緣貫眾蕨,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Plant_0000002,2008-00-00_棉花嶼_植物_全島_0091,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pteris fauriei var. fauriei,varietas,傅氏鳳尾蕨,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Plant_0000010,2008-00-00_棉花嶼_植物_全島_0092,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Rumex crispus,species,羊蹄,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Plant_0000012,2008-00-00_棉花嶼_植物_全島_0093,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Boerhavia diffusa,species,黃細心,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Plant_0000014,2008-00-00_棉花嶼_植物_全島_0094,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Portulaca oleracea,species,馬齒莧,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
