taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,sex,lifeStage,reproductiveCondition,behavior,vitality,occurrenceStatus,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate
KL_Insect_0000038,2008-00-00_Insect_HumanObservation_010,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Sterrhinae,genus,姬尺蛾亞科,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000042,2008-00-00_Insect_HumanObservation_011,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Earias cupreoviridis,species,鼎點鑽瘤蛾,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000048,2008-00-00_Insect_HumanObservation_012,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000051,2008-00-00_Insect_HumanObservation_013,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Copera marginipes,species,脛蹼琵蟌,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000076,2008-00-00_Insect_HumanObservation_014,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Oncocephalus assimilis,species,黑斑褐獵椿象,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000095,2008-00-00_Insect_HumanObservation_015,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Chlorophorus graphus,species,圖紋虎天牛,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000131,2008-00-00_Insect_HumanObservation_016,2008,2008,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Xysticus,genus,花蟹蛛,,,WGS84,122.105349,25.484834,0.000001,400,中華民國珊瑚礁學會,,,,,,,,,,,2008-00-00
KL_Insect_0000001,2009-00-00_Insect_HumanObservation_017,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lampides boeticus,species,豆波灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000002,2009-00-00_Insect_HumanObservation_018,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Zizeeria maha okinawana,subspecies,藍灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000007,2009-00-00_Insect_HumanObservation_019,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Vanessa cardui,species,小紅蛺蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000008,2009-00-00_Insect_HumanObservation_020,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Vanessa indica,species,大紅蛺蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000013,2009-00-00_Insect_HumanObservation_021,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Colias erate,species,紋黃蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000014,2009-00-00_Insect_HumanObservation_022,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pieris canidia,species,緣點白粉蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000020,2009-00-00_Insect_HumanObservation_023,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spoladea recurvalis,species,甜菜白帶野螟,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000029,2009-00-00_Insect_HumanObservation_024,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Nyctemera adversata,species,粉蝶燈蛾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000043,2009-00-00_Insect_HumanObservation_025,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Anax parthenope julius,subspecies,綠胸晏蜓,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000048,2009-00-00_Insect_HumanObservation_026,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000073,2009-00-00_Insect_HumanObservation_027,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Nezara viridula,species,稻綠椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000081,2009-00-00_Insect_HumanObservation_028,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Acrida cinerea,species,中華劍角蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000082,2009-00-00_Insect_HumanObservation_029,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Aiolopus thalassinus,species,斑蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000085,2009-00-00_Insect_HumanObservation_030,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Hieroglyphus annulicornis,species,斑腿蔗蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000086,2009-00-00_Insect_HumanObservation_031,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Gastrimargus marmoratus,species,雲斑車蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000087,2009-00-00_Insect_HumanObservation_032,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Teleogryllus mitratus,species,白緣眉紋蟋蟀,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000108,2009-00-00_Insect_HumanObservation_033,2009,2009,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Agrypnus sakaguchii,species,小褐鏽叩頭蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2009-00-00
KL_Insect_0000001,2010-00-00_Insect_HumanObservation_034,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lampides boeticus,species,豆波灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000002,2010-00-00_Insect_HumanObservation_035,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Zizeeria maha okinawana,subspecies,藍灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000006,2010-00-00_Insect_HumanObservation_036,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Junonia orithya,species,青眼蛺蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000020,2010-00-00_Insect_HumanObservation_037,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spoladea recurvalis,species,甜菜白帶野螟,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000023,2010-00-00_Insect_HumanObservation_038,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pleuroptya iopasalis,species,紫褐肋野螟蛾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000037,2010-00-00_Insect_HumanObservation_039,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Hippotion rosetta,species,後紅斜線天蛾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000045,2010-00-00_Insect_HumanObservation_040,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Agriocnemis pygmaea,species,橙尾細蟌,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000048,2010-00-00_Insect_HumanObservation_041,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000058,2010-00-00_Insect_HumanObservation_042,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spilostethus hospes,species,箭痕腺長?,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000072,2010-00-00_Insect_HumanObservation_043,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Agonoscelis nubilis,species,雲椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000073,2010-00-00_Insect_HumanObservation_044,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Nezara viridula,species,稻綠椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000074,2010-00-00_Insect_HumanObservation_045,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Piezodorus hybneri,species,璧椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000075,2010-00-00_Insect_HumanObservation_046,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Scotiphara scotii,species,短刺黑椿象,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000077,2010-00-00_Insect_HumanObservation_047,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pycnoscelis surinamensis,species,穌里南潛蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000079,2010-00-00_Insect_HumanObservation_048,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Periplaneta australasiae,species,澳洲家蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000080,2010-00-00_Insect_HumanObservation_049,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Acrida turrita,species,長頭蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000082,2010-00-00_Insect_HumanObservation_050,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Aiolopus thalassinus,species,斑蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000095,2010-00-00_Insect_HumanObservation_051,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Chlorophorus graphus,species,圖紋虎天牛,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000102,2010-00-00_Insect_HumanObservation_052,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Coccinella septempunctata,species,七星瓢蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000103,2010-00-00_Insect_HumanObservation_053,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Propylea japonica,species,龜紋瓢蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000106,2010-00-00_Insect_HumanObservation_054,2010,2010,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Paederus fuscipes,species,紅胸隱翅蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2010-00-00
KL_Insect_0000001,2011-00-00_Insect_HumanObservation_055,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lampides boeticus,species,豆波灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000002,2011-00-00_Insect_HumanObservation_056,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Zizeeria maha okinawana,subspecies,藍灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000015,2011-00-00_Insect_HumanObservation_057,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Catopsilia pomona,species,遷粉蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000016,2011-00-00_Insect_HumanObservation_058,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Eurema mandarina,species,北黃蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000020,2011-00-00_Insect_HumanObservation_059,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spoladea recurvalis,species,甜菜白帶野螟,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000022,2011-00-00_Insect_HumanObservation_060,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pygospila tyres,species,白斑黑翅野螟蛾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000035,2011-00-00_Insect_HumanObservation_061,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Plutella xylostella,species,小菜蛾,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000048,2011-00-00_Insect_HumanObservation_062,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000053,2011-00-00_Insect_HumanObservation_063,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Hishimonus sellatus,species,菱紋葉蟬,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000057,2011-00-00_Insect_HumanObservation_064,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Graptostethus servus servus,subspecies,紅腺長椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000058,2011-00-00_Insect_HumanObservation_065,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spilostethus hospes,species,箭痕腺長?,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000072,2011-00-00_Insect_HumanObservation_066,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Agonoscelis nubilis,species,雲椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000073,2011-00-00_Insect_HumanObservation_067,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Nezara viridula,species,稻綠椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000075,2011-00-00_Insect_HumanObservation_068,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Scotiphara scotii,species,短刺黑椿象,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000077,2011-00-00_Insect_HumanObservation_069,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pycnoscelis surinamensis,species,穌里南潛蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000079,2011-00-00_Insect_HumanObservation_070,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Periplaneta australasiae,species,澳洲家蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000080,2011-00-00_Insect_HumanObservation_071,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Acrida turrita,species,長頭蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000082,2011-00-00_Insect_HumanObservation_072,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Aiolopus thalassinus,species,斑蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000083,2011-00-00_Insect_HumanObservation_073,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Trilophidia annulata,species,疣蝗,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000095,2011-00-00_Insect_HumanObservation_074,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Chlorophorus graphus,species,圖紋虎天牛,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000098,2011-00-00_Insect_HumanObservation_075,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Colasposoma auripenne,species,甘藷猿金花蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000102,2011-00-00_Insect_HumanObservation_076,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Coccinella septempunctata,species,七星瓢蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000105,2011-00-00_Insect_HumanObservation_077,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Protaetia orientalis sakaii,subspecies,東方白點花金龜,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000106,2011-00-00_Insect_HumanObservation_078,2011,2011,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Paederus fuscipes,species,紅胸隱翅蟲,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2011-00-00
KL_Insect_0000001,2012-00-00_Insect_HumanObservation_079,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Lampides boeticus,species,豆波灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000002,2012-00-00_Insect_HumanObservation_080,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Zizeeria maha okinawana,subspecies,藍灰蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000008,2012-00-00_Insect_HumanObservation_081,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Vanessa indica,species,大紅蛺蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000016,2012-00-00_Insect_HumanObservation_082,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Eurema mandarina,species,北黃蝶,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000020,2012-00-00_Insect_HumanObservation_083,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spoladea recurvalis,species,甜菜白帶野螟,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000048,2012-00-00_Insect_HumanObservation_084,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000052,2012-00-00_Insect_HumanObservation_085,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Riptortus pedestris,species,點蜂緣椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000054,2012-00-00_Insect_HumanObservation_086,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Cletus trigonus,species,肩棘緣?,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000055,2012-00-00_Insect_HumanObservation_087,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Homoeocerus marginiventris,species,小點同緣?,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000058,2012-00-00_Insect_HumanObservation_088,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Spilostethus hospes,species,箭痕腺長?,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000072,2012-00-00_Insect_HumanObservation_089,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Agonoscelis nubilis,species,雲椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000073,2012-00-00_Insect_HumanObservation_090,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Nezara viridula,species,稻綠椿,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000075,2012-00-00_Insect_HumanObservation_091,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Scotiphara scotii,species,短刺黑椿象,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000077,2012-00-00_Insect_HumanObservation_092,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Pycnoscelis surinamensis,species,穌里南潛蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
KL_Insect_0000079,2012-00-00_Insect_HumanObservation_093,2012,2012,,,,HumanObservation,Asia,Taiwan,棉花嶼,,Periplaneta australasiae,species,澳洲家蠊,,,WGS84,122.105349,25.484834,0.000001,400,社團法人基隆市野鳥學會,,,,,,,,,,,2012-00-00
