id,basisOfRecord,dynamicProperties,occurrenceID,recordedBy,individualCount,organismQuantity,organismQuantityType,reproductiveCondition,behavior,georeferenceVerificationStatus,associatedReferences,occurrenceRemarks,eventDate,eventTime,year,month,day,samplingProtocol,continent,country,countryCode,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimIdentification,identificationQualifier,taxonID,scientificNameID,taxonConceptID,scientificName,kingdom,taxonRank,vernacularName,taxonomicStatus,taxonRemarks
2014-00-00_BenthicInvertebrate_12,HumanObservation,,2014-00-00_BenthicInvertebrate_12,陳淯茜 (Chen Yu-Chien),1,,,,,,台灣生態學會電子報,,2014,,2014,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Ozius tuberculosus,,KL_BenthicInvertebrate_0000064,82099,t0082670,Ozius tuberculosus,Animalia,species,疣粒團扇蟹,accepted,
2014-00-00_BenthicInvertebrate_13,HumanObservation,,2014-00-00_BenthicInvertebrate_13,陳淯茜 (Chen Yu-Chien),1,,,,,,台灣生態學會電子報,,2014,,2014,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Epigrapsus notatus,,KL_BenthicInvertebrate_0000065,71825,t0062861,Epigrapsus notatus,Animalia,species,橙螯隱蟹,accepted,顯赫表方蟹 | 黃螯隱蟹
2014-00-00_BenthicInvertebrate_14,HumanObservation,,2014-00-00_BenthicInvertebrate_14,陳淯茜 (Chen Yu-Chien),1,,,,,,台灣生態學會電子報,,2014,,2014,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Gecarcoidea lalandii,,KL_BenthicInvertebrate_0000066,73479,t0029292,Gecarcoidea lalandii,Animalia,species,紫地蟹,accepted,
2014-00-00_BenthicInvertebrate_15,HumanObservation,,2014-00-00_BenthicInvertebrate_15,陳淯茜 (Chen Yu-Chien),1,,,,,,台灣生態學會電子報,,2014,,2014,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Metasesarma obesum,,KL_BenthicInvertebrate_0000067,79023,t0069152,Metasesarma obesum,Animalia,species,肥胖後相手蟹,accepted,
2017-00-00_BenthicInvertebrate_01,HumanObservation,,2017-00-00_BenthicInvertebrate_01,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Coenobita rugosus,,KL_BenthicInvertebrate_0000034,68321,t0078926,Coenobita rugosus,Animalia,species,皺紋陸寄居蟹,accepted,
2017-00-00_BenthicInvertebrate_02,HumanObservation,,2017-00-00_BenthicInvertebrate_02,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Calcinus elegans,,KL_BenthicInvertebrate_0000035,66171,t0077042,Calcinus elegans,Animalia,species,秀麗硬殼寄居蟹,accepted,
2017-00-00_BenthicInvertebrate_03,HumanObservation,,2017-00-00_BenthicInvertebrate_03,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Grapsus tenuicrustatus,,KL_BenthicInvertebrate_0000036,74013,t0064842,Grapsus tenuicrustatus,Animalia,species,細紋方蟹,accepted,
2017-00-00_BenthicInvertebrate_04,HumanObservation,,2017-00-00_BenthicInvertebrate_04,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Grapsus albolineatus,,KL_BenthicInvertebrate_0000037,74010,t0029403,Grapsus albolineatus,Animalia,species,白紋方蟹,accepted,
2017-00-00_BenthicInvertebrate_05,HumanObservation,,2017-00-00_BenthicInvertebrate_05,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Epixanthus frontalis,,KL_BenthicInvertebrate_0000039,71968,t0062989,Epixanthus frontalis,Animalia,species,平額石扇蟹,accepted,
2017-00-00_BenthicInvertebrate_06,HumanObservation,,2017-00-00_BenthicInvertebrate_06,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Pachygrapsus minutus,,KL_BenthicInvertebrate_0000041,82139,t0082709,Pachygrapsus minutus,Animalia,species,小厚紋蟹,accepted,
2017-00-00_BenthicInvertebrate_07,HumanObservation,,2017-00-00_BenthicInvertebrate_07,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Cyclograpsus intermedius,,KL_BenthicInvertebrate_0000043,69459,t0079952,Cyclograpsus intermedius,Animalia,species,中型圓方蟹,accepted,
2017-00-00_BenthicInvertebrate_08,HumanObservation,,2017-00-00_BenthicInvertebrate_08,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Plagusia squamosa,,KL_BenthicInvertebrate_0000044,84278,t0031945,Plagusia squamosa,Animalia,species,鱗形斜紋蟹,accepted,瘤突斜紋蟹 | 礁扁 | 白底仔
2017-00-00_BenthicInvertebrate_09,HumanObservation,,2017-00-00_BenthicInvertebrate_09,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Pachygrapsus plicatus,,KL_BenthicInvertebrate_0000045,82141,t0031430,Pachygrapsus plicatus,Animalia,species,褶痕厚紋蟹,accepted,
2017-00-00_BenthicInvertebrate_10,HumanObservation,,2017-00-00_BenthicInvertebrate_10,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Percnon planissimum,,KL_BenthicInvertebrate_0000046,83301,t0031715,Percnon planissimum,Animalia,species,裸掌盾牌蟹,accepted,
2017-00-00_BenthicInvertebrate_11,HumanObservation,,2017-00-00_BenthicInvertebrate_11,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Eriphia ferox,,KL_BenthicInvertebrate_0000047,72089,t0063105,Eriphia ferox,Animalia,species,兇猛酋婦蟹,accepted,凶猛酋婦蟹 | 司氏酋婦蟹
2017-00-00_BenthicInvertebrate_12,HumanObservation,,2017-00-00_BenthicInvertebrate_12,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Eriphia sebana,,KL_BenthicInvertebrate_0000048,72091,t0029012,Eriphia sebana,Animalia,species,光手酋婦蟹,accepted,
2017-00-00_BenthicInvertebrate_13,HumanObservation,,2017-00-00_BenthicInvertebrate_13,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Leptodius sanguineus,,KL_BenthicInvertebrate_0000059,76752,t0067194,Leptodius sanguineus,Animalia,species,肉球皺蟹,accepted,
2017-00-00_BenthicInvertebrate_14,HumanObservation,,2017-00-00_BenthicInvertebrate_14,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Leptodius gracilis,,KL_BenthicInvertebrate_0000060,76749,t0067191,Leptodius gracilis,Animalia,species,細巧皺蟹,accepted,
2017-00-00_BenthicInvertebrate_15,HumanObservation,,2017-00-00_BenthicInvertebrate_15,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Pseudozius caystrus,,KL_BenthicInvertebrate_0000062,85650,t0032308,Pseudozius caystrus,Animalia,species,礁石假團扇蟹,accepted,
2017-00-00_BenthicInvertebrate_16,HumanObservation,,2017-00-00_BenthicInvertebrate_16,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Lachnopodus rodgersi,,KL_BenthicInvertebrate_0000063,76192,t0066718,Lachnopodus rodgersi,Animalia,species,羅氏毛足蟹,accepted,
2017-00-00_BenthicInvertebrate_17,HumanObservation,,2017-00-00_BenthicInvertebrate_17,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Ozius tuberculosus,,KL_BenthicInvertebrate_0000064,82099,t0082670,Ozius tuberculosus,Animalia,species,疣粒團扇蟹,accepted,
2017-00-00_BenthicInvertebrate_18,HumanObservation,,2017-00-00_BenthicInvertebrate_18,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Epigrapsus notatus,,KL_BenthicInvertebrate_0000065,71825,t0062861,Epigrapsus notatus,Animalia,species,橙螯隱蟹,accepted,顯赫表方蟹 | 黃螯隱蟹
2017-00-00_BenthicInvertebrate_19,HumanObservation,,2017-00-00_BenthicInvertebrate_19,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Gecarcoidea lalandii,,KL_BenthicInvertebrate_0000066,73479,t0029292,Gecarcoidea lalandii,Animalia,species,紫地蟹,accepted,
2017-00-00_BenthicInvertebrate_20,HumanObservation,,2017-00-00_BenthicInvertebrate_20,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Metasesarma obesum,,KL_BenthicInvertebrate_0000067,79023,t0069152,Metasesarma obesum,Animalia,species,肥胖後相手蟹,accepted,
2017-00-00_BenthicInvertebrate_21,HumanObservation,,2017-00-00_BenthicInvertebrate_21,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2017,,2017,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Parasesarma pictum,,KL_BenthicInvertebrate_0000068,82859,t0031588,Parasesarma pictum,Animalia,species,斑點擬相手蟹,accepted,
2018-00-00_BenthicInvertebrate_01,HumanObservation,,2018-00-00_BenthicInvertebrate_01,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2018,,2018,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Aplysia oculifera,,KL_BenthicInvertebrate_0000007,64161,t0072019,Aplysia oculifera,Animalia,species,眼斑海兔,accepted,眼斑海鹿
2018-00-00_BenthicInvertebrate_02,HumanObservation,,2018-00-00_BenthicInvertebrate_02,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2018,,2018,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Grapsus tenuicrustatus,,KL_BenthicInvertebrate_0000036,74013,t0064842,Grapsus tenuicrustatus,Animalia,species,細紋方蟹,accepted,
2018-00-00_BenthicInvertebrate_03,HumanObservation,,2018-00-00_BenthicInvertebrate_03,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2018,,2018,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Plagusia squamosa,,KL_BenthicInvertebrate_0000044,84278,t0031945,Plagusia squamosa,Animalia,species,鱗形斜紋蟹,accepted,瘤突斜紋蟹 | 礁扁 | 白底仔
2018-00-00_BenthicInvertebrate_04,HumanObservation,,2018-00-00_BenthicInvertebrate_04,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2018,,2018,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Eriphia sebana,,KL_BenthicInvertebrate_0000048,72091,t0029012,Eriphia sebana,Animalia,species,光手酋婦蟹,accepted,
2018-00-00_BenthicInvertebrate_05,HumanObservation,,2018-00-00_BenthicInvertebrate_05,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2018,,2018,,,Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Gecarcoidea lalandii,,KL_BenthicInvertebrate_0000066,73479,t0029292,Gecarcoidea lalandii,Animalia,species,紫地蟹,accepted,
2020-00-00_BenthicInvertebrate_01,HumanObservation,,2020-00-00_BenthicInvertebrate_01,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Isognomon,,KL_BenthicInvertebrate_0000001,12245,t0021206,Isognomon,Animalia,genus,障泥蛤屬,accepted,
2020-00-00_BenthicInvertebrate_02,HumanObservation,,2020-00-00_BenthicInvertebrate_02,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Tridacna noae,,KL_BenthicInvertebrate_0000002,90783,t0047884,Tridacna noae,Animalia,species,諾亞硨磲蛤,accepted,
2020-00-00_BenthicInvertebrate_03,HumanObservation,,2020-00-00_BenthicInvertebrate_03,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Crassostrea angulata,,KL_BenthicInvertebrate_0000004,68981,t0079523,Crassostrea angulata,Animalia,species,葡萄牙牡蠣,accepted,
2020-00-00_BenthicInvertebrate_04,HumanObservation,,2020-00-00_BenthicInvertebrate_04,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Aplysia argus,,KL_BenthicInvertebrate_0000006,64158,t0072017,Aplysia argus,Animalia,species,環眼海兔,accepted,黑指紋海兔
2020-00-00_BenthicInvertebrate_05,HumanObservation,,2020-00-00_BenthicInvertebrate_05,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Stylocheilus striatus,,KL_BenthicInvertebrate_0000008,88997,t0040118,Stylocheilus striatus,Animalia,species,條紋柱唇海兔,accepted,柱唇海兔
2020-00-00_BenthicInvertebrate_06,HumanObservation,,2020-00-00_BenthicInvertebrate_06,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Hexabranchus sanguineus,,KL_BenthicInvertebrate_0000012,74847,t0029675,Hexabranchus sanguineus,Animalia,species,血紅六鰓海蛞蝓,accepted,血紅六鰓海牛 | 血紅六鰓海麒麟
2020-00-00_BenthicInvertebrate_07,HumanObservation,,2020-00-00_BenthicInvertebrate_07,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Monetaria caputserpentis,,KL_BenthicInvertebrate_0000013,79538,t0028078,Monetaria caputserpentis,Animalia,species,雪山寶螺,accepted,
2020-00-00_BenthicInvertebrate_08,HumanObservation,,2020-00-00_BenthicInvertebrate_08,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Purpura panama,,KL_BenthicInvertebrate_0000016,85929,t0037430,Purpura panama,Animalia,species,羅螺,accepted,
2020-00-00_BenthicInvertebrate_09,HumanObservation,,2020-00-00_BenthicInvertebrate_09,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Thais armigera,,KL_BenthicInvertebrate_0000017,89979,t0047172,Thais armigera,Animalia,species,大岩螺,accepted,
2020-00-00_BenthicInvertebrate_10,HumanObservation,,2020-00-00_BenthicInvertebrate_10,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Reishia clavigera,,KL_BenthicInvertebrate_0000018,86194,t0037655,Reishia clavigera,Animalia,species,蚵岩螺,accepted,
2020-00-00_BenthicInvertebrate_11,HumanObservation,,2020-00-00_BenthicInvertebrate_11,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Nerita costata,,KL_BenthicInvertebrate_0000024,80774,t0081500,Nerita costata,Animalia,species,黑肋蜑螺,accepted,
2020-00-00_BenthicInvertebrate_12,HumanObservation,,2020-00-00_BenthicInvertebrate_12,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Nerita plicata,,KL_BenthicInvertebrate_0000025,80782,t0081507,Nerita plicata,Animalia,species,白肋蜑螺,accepted,
2020-00-00_BenthicInvertebrate_13,HumanObservation,,2020-00-00_BenthicInvertebrate_13,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Trochus,,KL_BenthicInvertebrate_0000027,19410,t0017815,Trochus,Animalia,genus,鐘螺屬,accepted,
2020-00-00_BenthicInvertebrate_14,HumanObservation,,2020-00-00_BenthicInvertebrate_14,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Palaemon pacificus,,KL_BenthicInvertebrate_0000033,82268,t0031446,Palaemon pacificus,Animalia,species,太平洋長臂蝦,accepted,
2020-00-00_BenthicInvertebrate_15,HumanObservation,,2020-00-00_BenthicInvertebrate_15,社團法人基隆市野鳥學會 (Wild Bird Society of Keelung),1,,,,,,,,2020,,2020,,,Snorkeling | Intertidal Visual Encounter Survey,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10272,EPSG:4326,800,1e-05,Grapsus albolineatus,,KL_BenthicInvertebrate_0000037,74010,t0029403,Grapsus albolineatus,Animalia,species,白紋方蟹,accepted,
