id,basisOfRecord,dynamicProperties,occurrenceID,recordedBy,individualCount,organismQuantity,organismQuantityType,reproductiveCondition,behavior,georeferenceVerificationStatus,associatedReferences,occurrenceRemarks,eventDate,eventTime,year,month,day,samplingProtocol,continent,country,countryCode,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimIdentification,identificationQualifier,taxonID,scientificNameID,taxonConceptID,scientificName,kingdom,taxonRank,vernacularName,taxonomicStatus,taxonRemarks
2021-09-21_Reptile_HumanObservation_0013,HumanObservation,,2021-09-21_Reptile_HumanObservation_0013,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,able to georeference,2021年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,,2021-09-21,,2021,9,21,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.4859,122.10386,EPSG:4326,10,1e-05,Laticauda semifasciata,,KL_Reptile_0000002,76423,t0066916,Laticauda semifasciata,Animalia,species,闊帶青斑海蛇,accepted,
2021-09-21_Reptile_HumanObservation_0014,HumanObservation,,2021-09-21_Reptile_HumanObservation_0014,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,able to georeference,2021年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,,2021-09-21,,2021,9,21,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters off Keelung,,,25.25164,121.86495,EPSG:4326,10,1e-05,Dermochelys coriacea,,KL_Reptile_0000003,70181,t0061401,Dermochelys coriacea,Animalia,species,革龜,accepted,
2022-07-26_Reptile_HumanObservation_0015,HumanObservation,,2022-07-26_Reptile_HumanObservation_0015,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,able to georeference,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,遭漁業垃圾纏繞,2022-07-26,,2022,7,26,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.52014,122.11261,EPSG:4326,10,1e-05,Chelonia mydas,,KL_Reptile_0000004,67358,t0030385,Chelonia mydas,Animalia,species,綠蠵龜,accepted,
2022-07-26_Reptile_HumanObservation_0016,HumanObservation,,2022-07-26_Reptile_HumanObservation_0016,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,夜間,2022-07-26,,2022,7,26,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10535,EPSG:4326,400,1e-05,Gekko hokouensis,,KL_Reptile_0000001,73485,t0064361,Gekko hokouensis,Animalia,species,鉛山壁虎,accepted,
2022-09-30_Reptile_HumanObservation_0017,HumanObservation,,2022-09-30_Reptile_HumanObservation_0017,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,,2022-09-30,,2022,9,30,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.48483,122.10272,EPSG:4326,1000,1e-05,Chelonia mydas,,KL_Reptile_0000004,67358,t0030385,Chelonia mydas,Animalia,species,綠蠵龜,accepted,
2023-04-11_Reptile_HumanObservation_0018,HumanObservation,,2023-04-11_Reptile_HumanObservation_0018,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,,2023-04-11,,2023,4,11,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,Mianhua Islet,,,25.48483,122.10535,EPSG:4326,400,1e-05,Gekko hokouensis,,KL_Reptile_0000001,73485,t0064361,Gekko hokouensis,Animalia,species,鉛山壁虎,accepted,
2023-04-11_Reptile_HumanObservation_0019,HumanObservation,,2023-04-11_Reptile_HumanObservation_0019,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,able to georeference,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,,2023-04-11,,2023,4,11,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.48735,122.10171,EPSG:4326,10,1e-05,Chelonia,,KL_Reptile_0000005,8415,t0011752,Chelonia,Animalia,genus,海龜屬,accepted,
2023-08-21_Reptile_HumanObservation_0020,HumanObservation,,2023-08-21_Reptile_HumanObservation_0020,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,able to georeference,2023年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,,2023-08-21,,2023,8,21,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.48606,122.1037,EPSG:4326,10,1e-05,Chelonia mydas,,KL_Reptile_0000004,67358,t0030385,Chelonia mydas,Animalia,species,綠蠵龜,accepted,
2024-05-27_Reptile_MachineObservation_0021,MachineObservation,,2024-05-27_Reptile_MachineObservation_0021,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,BRUV拍攝,2024-05-27,,2024,5,27,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.48332,122.1009,EPSG:4326,10,1e-05,Laticauda semifasciata,,KL_Reptile_0000002,76423,t0066916,Laticauda semifasciata,Animalia,species,闊帶青斑海蛇,accepted,
2024-07-31_Reptile_MachineObservation_0022,MachineObservation,,2024-07-31_Reptile_MachineObservation_0022,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2024年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,BRUV拍攝,2024-07-31,,2024,7,31,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.48641,122.1016,EPSG:4326,10,1e-05,Chelonia,,KL_Reptile_0000005,8415,t0011752,Chelonia,Animalia,genus,海龜屬,accepted,
2025-04-08_Reptile_MachineObservation_0023,MachineObservation,,2025-04-08_Reptile_MachineObservation_0023,研海生態顧問股份有限公司 (Ceta explorers Company Limited),1,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告書,BRUV拍攝,2025-04-08,,2025,4,8,Opportunistic observation during other taxonomic surveys,Asia,Taiwan,TW,waters surrounding Mianhua Islet,,,25.4832,122.1004,EPSG:4326,10,1e-05,Chelonia mydas,,KL_Reptile_0000004,67358,t0030385,Chelonia mydas,Animalia,species,綠蠵龜,accepted,
